,loss,accuracy,val_loss,val_accuracy
0,1.608831763267517,0.44062501192092896,1.8437964916229248,0.3543750047683716
1,1.2154844999313354,0.5634999871253967,1.387479543685913,0.5029749870300293
2,1.068648099899292,0.619225025177002,1.5375100374221802,0.4841499924659729
3,0.9646536111831665,0.6561999917030334,1.1392918825149536,0.6077499985694885
4,0.8751124739646912,0.6895750164985657,0.8405134081840515,0.7041000127792358
5,0.815116286277771,0.7125250101089478,0.8804712891578674,0.6847500205039978
6,0.7580345869064331,0.7309749722480774,0.8925585150718689,0.6880750060081482
7,0.707908570766449,0.7503499984741211,0.9004466533660889,0.6948999762535095
8,0.6602402925491333,0.7677249908447266,2.079097270965576,0.45605000853538513
9,0.6225901246070862,0.7798749804496765,0.6844900846481323,0.7668750286102295
10,0.5870281457901001,0.7913500070571899,0.5910708904266357,0.7884250283241272
11,0.5506665110588074,0.8076249957084656,0.6186760067939758,0.7787250280380249
12,0.5197156071662903,0.8172249794006348,0.5748699903488159,0.800724983215332
13,0.4888421893119812,0.8260250091552734,0.7603278160095215,0.7452250123023987
14,0.46363916993141174,0.833899974822998,0.6133022904396057,0.7855499982833862
15,0.43273377418518066,0.8460500240325928,0.4093855321407318,0.8550750017166138
16,0.4084521532058716,0.856249988079071,0.4084421992301941,0.855400025844574
17,0.3936571180820465,0.8592249751091003,0.6297100186347961,0.7896000146865845
18,0.37082672119140625,0.8688250184059143,0.5568874478340149,0.8132749795913696
19,0.34715381264686584,0.8755000233650208,0.42338481545448303,0.848800003528595
20,0.327871173620224,0.8831999897956848,0.6605668663978577,0.7840750217437744
21,0.3056810200214386,0.8898249864578247,1.307559609413147,0.6842749714851379
22,0.2932637333869934,0.8953250050544739,0.662076473236084,0.7929999828338623
23,0.2743527591228485,0.9021999835968018,0.4406108260154724,0.854449987411499
24,0.2543226480484009,0.910099983215332,0.3431321978569031,0.8798999786376953
25,0.2409082055091858,0.9139249920845032,0.3744334876537323,0.8768749833106995
26,0.22795067727565765,0.9199000000953674,0.27862778306007385,0.9028000235557556
27,0.21424275636672974,0.9232749938964844,0.35130810737609863,0.8779749870300293
28,0.20346397161483765,0.9261500239372253,0.4043138027191162,0.8660749793052673
29,0.19631266593933105,0.9299749732017517,0.303743451833725,0.8960999846458435
30,0.1867447793483734,0.9340749979019165,0.28714901208877563,0.9006500244140625
31,0.18297940492630005,0.9349250197410583,0.3575093448162079,0.8799499869346619
32,0.1752866804599762,0.9393249750137329,0.17792178690433502,0.9353749752044678
33,0.15512339770793915,0.9449750185012817,0.21452221274375916,0.9230499863624573
34,0.15232716500759125,0.9464250206947327,0.3419625461101532,0.8888999819755554
35,0.15817101299762726,0.9444500207901001,0.24078762531280518,0.9183499813079834
36,0.13992151618003845,0.9507750272750854,0.3779505789279938,0.8823500275611877
37,0.13679978251457214,0.950950026512146,0.3760964870452881,0.8879749774932861
38,0.14112649857997894,0.9494749903678894,0.16910366714000702,0.9404249787330627
39,0.13518249988555908,0.9535499811172485,0.3862425684928894,0.883774995803833
40,0.13163714110851288,0.9522250294685364,0.11212980002164841,0.9610499739646912
41,0.12335996329784393,0.9562249779701233,0.28634393215179443,0.9054250121116638
42,0.11734664440155029,0.9595500230789185,0.16024813055992126,0.9465000033378601
43,0.116466224193573,0.9593750238418579,0.24067538976669312,0.9222999811172485
44,0.11269493401050568,0.9607499837875366,0.13672012090682983,0.951574981212616
45,0.10572468489408493,0.9625499844551086,0.16314910352230072,0.9429500102996826
46,0.10005735605955124,0.9649999737739563,0.4950137138366699,0.8552500009536743
47,0.115406833589077,0.9592249989509583,0.12904027104377747,0.9555249810218811
48,0.09343414753675461,0.9672250151634216,0.12687739729881287,0.9567499756813049
49,0.1021980345249176,0.9625750184059143,0.14640168845653534,0.9493499994277954
50,0.10511559993028641,0.9633499979972839,0.1299639195203781,0.9544500112533569
51,0.08773721009492874,0.9698749780654907,0.11209777742624283,0.960099995136261
52,0.09092047810554504,0.9689750075340271,0.42030614614486694,0.8883749842643738
53,0.09926941245794296,0.9653750061988831,0.15997610986232758,0.9470750093460083
54,0.08337117731571198,0.970425009727478,0.23526827991008759,0.9281250238418579
55,0.08144167810678482,0.9710999727249146,0.23328347504138947,0.9283999800682068
56,0.0799664780497551,0.9718250036239624,0.24166767299175262,0.9223999977111816
57,0.08864963799715042,0.968375027179718,0.20905442535877228,0.9326249957084656
