,loss,accuracy,val_loss,val_accuracy
0,1.8828684091567993,0.36037498712539673,9.643366813659668,0.1446875035762787
1,1.4251346588134766,0.48743748664855957,2.241339921951294,0.30131250619888306
2,1.301364779472351,0.5296249985694885,2.0843842029571533,0.3153125047683716
3,1.1765614748001099,0.574874997138977,1.8088854551315308,0.4074999988079071
4,1.0947962999343872,0.6110625267028809,1.1604406833648682,0.5848125219345093
5,1.013350009918213,0.6381875276565552,1.1174534559249878,0.5995625257492065
6,0.938759446144104,0.6626874804496765,1.1976808309555054,0.5685625076293945
7,0.8834362626075745,0.6834999918937683,1.2006733417510986,0.5901250243186951
8,0.8219465613365173,0.7037500143051147,0.8083289861679077,0.7061874866485596
9,0.7805694341659546,0.7233750224113464,1.0429843664169312,0.6535624861717224
10,0.7224940061569214,0.7444375157356262,1.401142954826355,0.5689374804496765
11,0.6868301630020142,0.7568749785423279,1.174189567565918,0.6052500009536743
12,0.6448773741722107,0.7710000276565552,0.9682770371437073,0.6788750290870667
13,0.605830192565918,0.7827500104904175,0.7680140137672424,0.7355625033378601
14,0.5566233396530151,0.7999374866485596,1.2705904245376587,0.629562497138977
15,0.5195500254631042,0.8161875009536743,0.6638922095298767,0.7683125138282776
16,0.4817388653755188,0.8283125162124634,0.8500286936759949,0.7283124923706055
17,0.4503353238105774,0.8396250009536743,0.9664595127105713,0.6986250281333923
18,0.42621099948883057,0.8510000109672546,0.6359374523162842,0.7783125042915344
19,0.388308584690094,0.8615624904632568,0.7697218656539917,0.7450624704360962
20,0.3699459731578827,0.8667500019073486,0.6014970541000366,0.7960625290870667
21,0.3535727262496948,0.8745625019073486,0.7043931484222412,0.7871249914169312
22,0.3327087461948395,0.8797500133514404,0.437003493309021,0.8460000157356262
23,0.3124101758003235,0.8880000114440918,0.7037296295166016,0.7772499918937683
24,0.2930065095424652,0.8958125114440918,0.3763096332550049,0.867062509059906
25,0.2647278308868408,0.9074375033378601,0.4484960436820984,0.8456875085830688
26,0.24267561733722687,0.9151874780654907,0.7054657936096191,0.7916874885559082
27,0.22493670880794525,0.9206874966621399,0.28652796149253845,0.9026874899864197
28,0.24424487352371216,0.9163125157356262,0.4020392596721649,0.8651875257492065
29,0.23095062375068665,0.9189375042915344,0.34070634841918945,0.8852499723434448
30,0.20129930973052979,0.9287499785423279,0.25509437918663025,0.9095625281333923
31,0.19834361970424652,0.9284999966621399,0.27200648188591003,0.903249979019165
32,0.1831282675266266,0.9350625276565552,0.39501428604125977,0.8706874847412109
33,0.18537332117557526,0.9356250166893005,0.33113786578178406,0.8859999775886536
34,0.1715925633907318,0.940500020980835,0.26522260904312134,0.906624972820282
35,0.14762331545352936,0.9496874809265137,0.17671994864940643,0.9381250143051147
36,0.14950703084468842,0.9466875195503235,0.24151699244976044,0.9191874861717224
37,0.1478259414434433,0.9468125104904175,0.579810380935669,0.8249375224113464
38,0.171920508146286,0.9411875009536743,0.20922911167144775,0.9261875152587891
39,0.14065930247306824,0.9541249871253967,0.36735668778419495,0.8826249837875366
40,0.13200299441814423,0.9548749923706055,0.16072788834571838,0.9422500133514404
41,0.1229322999715805,0.9559375047683716,0.14987701177597046,0.9478750228881836
42,0.12192542850971222,0.9583125114440918,0.17281822860240936,0.9379374980926514
43,0.11771369725465775,0.9599375128746033,0.19733630120754242,0.932812511920929
44,0.11135338246822357,0.9614375233650208,0.2563997507095337,0.9141250252723694
45,0.11550861597061157,0.9596874713897705,0.22493264079093933,0.9235000014305115
46,0.10672090947628021,0.9645624756813049,0.290294349193573,0.9038125276565552
47,0.11133942753076553,0.9604374766349792,0.27843111753463745,0.9075000286102295
48,0.10404179990291595,0.9644374847412109,0.3066410422325134,0.8989375233650208
49,0.10660664737224579,0.9641249775886536,0.5843421220779419,0.851437509059906
50,0.1253063827753067,0.9568125009536743,0.2430880218744278,0.9181249737739563
51,0.10530649125576019,0.9623125195503235,0.36348482966423035,0.8848124742507935
52,0.07878720015287399,0.9725624918937683,0.298263818025589,0.9069374799728394
53,0.0959874615073204,0.9670000076293945,0.23588557541370392,0.9184374809265137
54,0.09949097037315369,0.9664999842643738,0.47285863757133484,0.8638125061988831
55,0.0877845510840416,0.9703750014305115,0.1364728957414627,0.9526249766349792
56,0.08881620317697525,0.9696875214576721,0.15870025753974915,0.9468749761581421
57,0.08367247134447098,0.9718124866485596,0.11593781411647797,0.9586250185966492
58,0.08564688265323639,0.9696249961853027,0.13553760945796967,0.9555624723434448
59,0.0866132527589798,0.9697499871253967,0.11363071203231812,0.9601874947547913
60,0.08864354342222214,0.9691874980926514,0.3106342852115631,0.9046875238418579
61,0.0842762365937233,0.9700624942779541,0.10696513205766678,0.9623125195503235
62,0.08235068619251251,0.9698749780654907,0.211403489112854,0.9355624914169312
63,0.0769224688410759,0.9735000133514404,0.11286556720733643,0.9606249928474426
64,0.07255333662033081,0.9750624895095825,0.12409045547246933,0.9570624828338623
65,0.08106237649917603,0.9715625047683716,0.17558692395687103,0.9418125152587891
66,0.09301535785198212,0.9696875214576721,0.1742078959941864,0.9425625205039978
67,0.07927847653627396,0.9723125100135803,0.3538995087146759,0.8963750004768372
68,0.07808146625757217,0.9748125076293945,0.13201968371868134,0.9559999704360962
69,0.07008858770132065,0.9763749837875366,0.20692484080791473,0.9355624914169312
70,0.0768958106637001,0.9731249809265137,0.33856838941574097,0.8973749876022339
71,0.07826583832502365,0.9721249938011169,0.15738274157047272,0.9497500061988831
72,0.07002521306276321,0.9762499928474426,0.2666883170604706,0.9176874756813049
73,0.06839276850223541,0.9774374961853027,0.11970370262861252,0.9595000147819519
74,0.07562944293022156,0.9728749990463257,0.3221604824066162,0.9073749780654907
75,0.08045908063650131,0.9732499718666077,0.09149690717458725,0.9673125147819519
76,0.0690460056066513,0.9768750071525574,0.2146279662847519,0.9317499995231628
77,0.06806273758411407,0.9756249785423279,0.14559943974018097,0.9522500038146973
78,0.0748620256781578,0.9741250276565552,0.22087523341178894,0.9332500100135803
79,0.07311882078647614,0.9747499823570251,0.16745886206626892,0.9448124766349792
80,0.06065928190946579,0.9792500138282776,0.11371509730815887,0.9617499709129333
81,0.06257262080907822,0.9791874885559082,0.0999680757522583,0.9656875133514404
82,0.06110364571213722,0.9789375066757202,0.17460349202156067,0.9455000162124634
83,0.043366577476263046,0.9853749871253967,0.07874070852994919,0.9729375243186951
84,0.04548599198460579,0.984749972820282,0.09766627848148346,0.9656875133514404
85,0.06336812674999237,0.9789375066757202,0.12838946282863617,0.9589375257492065
86,0.07959850877523422,0.9738749861717224,0.22141128778457642,0.9381250143051147
87,0.07020455598831177,0.9763749837875366,0.30302804708480835,0.9078124761581421
88,0.05893443897366524,0.9806874990463257,0.16886155307292938,0.9441249966621399
89,0.05813734605908394,0.9792500138282776,0.08616459369659424,0.9693750143051147
90,0.05976088345050812,0.979687511920929,0.17113226652145386,0.9445000290870667
91,0.05463048443198204,0.981124997138977,0.20255830883979797,0.9438750147819519
92,0.04626106098294258,0.9845625162124634,0.11280477792024612,0.9641249775886536
93,0.053500302135944366,0.981249988079071,0.07522846013307571,0.9755625128746033
94,0.05214880779385567,0.9833124876022339,0.25018757581710815,0.9279375076293945
95,0.06208808720111847,0.9786875247955322,0.19597476720809937,0.9398750066757202
96,0.06108981743454933,0.979687511920929,0.11786440759897232,0.9612500071525574
97,0.04738288000226021,0.984125018119812,0.06317152082920074,0.9787499904632568
98,0.04654425382614136,0.984375,0.1707305610179901,0.9441249966621399
99,0.0657607764005661,0.9775000214576721,0.12782534956932068,0.9581875205039978
100,0.056884970515966415,0.9810624718666077,0.12967154383659363,0.956125020980835
101,0.06021654233336449,0.979562520980835,0.3258225619792938,0.9020000100135803
102,0.05912664160132408,0.979812502861023,0.11066561192274094,0.9613749980926514
103,0.06363007426261902,0.9791874885559082,0.06304474174976349,0.9783124923706055
104,0.044132720679044724,0.984125018119812,0.04463307186961174,0.9846875071525574
105,0.04612061008810997,0.9835625290870667,0.06842100620269775,0.9773125052452087
106,0.04886454716324806,0.984000027179718,0.0861826092004776,0.9721249938011169
107,0.0478922501206398,0.9829999804496765,0.09751477837562561,0.9676874876022339
108,0.037877727299928665,0.9872499704360962,0.27163365483283997,0.9288125038146973
109,0.04875154793262482,0.9838125109672546,0.08369163423776627,0.9712499976158142
110,0.042125288397073746,0.9848124980926514,0.06016521528363228,0.9791874885559082
111,0.046355776488780975,0.9852499961853027,0.06221449002623558,0.9788749814033508
112,0.04835878312587738,0.9848750233650208,0.2967455983161926,0.9200000166893005
113,0.049056973308324814,0.9828749895095825,0.07257261872291565,0.9756249785423279
114,0.052565909922122955,0.9821249842643738,0.16255159676074982,0.9486250281333923
115,0.05207341909408569,0.9818750023841858,0.169512540102005,0.945562481880188
116,0.04567742720246315,0.9852499961853027,0.14532972872257233,0.9537500143051147
117,0.04830474033951759,0.9838125109672546,0.10794440656900406,0.9628124833106995
118,0.0456787645816803,0.9851874709129333,0.12853413820266724,0.9602500200271606
119,0.04020903632044792,0.9865000247955322,0.07291854918003082,0.9754999876022339
120,0.035317301750183105,0.9872499704360962,0.1247977763414383,0.9598749876022339
121,0.04044268652796745,0.9863125085830688,0.127800852060318,0.9582499861717224
